1.1 Edad:,1.2 Género:,3. Evaluación de Habilidades Blandas,"A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Gestión: Gestionar actividades complejas, como proyectos de ingeniería, en el campo de estudio.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Comunicación efectiva: Presentar y defender proyectos técnicos en español e inglés en entornos profesionales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Liderazgo: Dirigir equipos, organizando tareas y tomando decisiones clave.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Trabajo en equipo: Participar activamente en equipos para resolver problemas de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Ética profesional: Actuar con responsabilidad ética en la toma de decisiones técnicas, respetando normas y compromisos legales.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Responsabilidad social: Considerar aspectos jurídicos, culturales y de sostenibilidad al desarrollar soluciones de ingeniería.]","A continuación, por favor evalúa qué tan bien consideras que desarrollaste las siguientes habilidades blandas durante tu formación en la EPN. Usa una escala de 1 a 5, donde 1 = Nada desarrollado y 5 = Totalmente desarrollado. [Aprendizaje autónomo: Buscar activamente aprendizaje continuo y desarrollar habilidades profesionales de manera autónoma.]",4. Inserción Laboral,4.1 ¿Actualmente estás trabajando?,4.1.2 País:,4.1.3 ¿A qué tipo pertenece la institución en la que laboras?,4.1.4 Modalidad de trabajo:,4.1.5 ¿Cuánto tiempo lleva trabajando en su empleo actual?,"4.1.6 En una escala del 1 al 4 donde 1 es totalmente sin relación, y 4 es totalmente con relación ¿Cómo calificas la correspondencia entre tu formación académica y tu trabajo actual?",4.1.7 ¿Consideras que la formación académica ha contribuido a un mejor desempeño en tu vida profesional / laboral?,"4.1.8 ¿Consideras que la formación en habilidades blandas (gestión, comunicación efectiva, liderazgo, trabajo en equipo, ética profesional, responsabilidad social, aprendizaje autónomo) recibida en la EPN fue suficiente para enfrentar los desafíos del entorno laboral?",4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Gestión],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Comunicación efectiva],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Liderazgo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Trabajo en equipo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Ética profesional],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Responsabilidad social],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Aprendizaje autónomo],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Todas las anteriores],4.1.9 ¿Qué habilidades blandas sientes que más te ayudaron en tu inserción laboral? [Otro],4.1.10 ¿Consideras que las prácticas preprofesionales y pasantías han contribuido a un mejor desempeño en tu vida profesional / laboral?,4.1.11 Rango salarial mensual (USD):,4.1.12 ¿Estas actualmente buscando trabajo?,4.1.13 ¿Por cuanto tiempo has estado buscando trabajo?,4.1.14 ¿Ha identificado alguna brecha o déficit en su formación académica que considere ha dificultado su inserción laboral?,"Si respondió ""Sí"", por favor especifique:",4.2 ¿Conoces o has utilizado la Bolsa de Empleo de la EPN?,"6.1 ¿Qué asignaturas te resultaron más relevantes durante la carrera? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Estática, Mecánica de materiales, Dinámica","6.2 ¿Qué temas/áreas/contenido consideras que debieron incluirse en tu proceso de formación? Para completar esta pregunta realizarlo separando por comas: Ejemplo: Importancia de las buenas prácticas de TICS, TICS, Cobit",6.3 ¿Qué recomendaciones darías para mejorar la formación en tu carrera?,6.4 ¿Qué habilidades blandas crees que debieron ser fortalecidas mejor durante tu formación?,"6.5 Si pudieras agregar una habilidad blanda a tu formación académica, ¿cuál sería y cómo la aplicarías en tu carrera profesional?",carrera,anioGraduacion
23,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,No,,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Análisis en Espacios de Banach y de Hilbert, Teoría de Operadores Acotados (y No Acotados), Ecuaciones Diferenciales Parciales Elípticas, Topología, Introducción a la Teoría de Distribuciones.",Programación dirigida al análisis matemático en varios lenguajes.,Que existan programas de pasantías en el exterior para estudiantes de la carrera (RRA20) MATEMÁTICA.,Gestión del tiempo.,"Gestión del tiempo, la aplicación es obvia.",(RRA20) MATEMÁTICA,2025
24,Masculino,,4,4,4,4,4,4,4,,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,3.0,Si,Parcialmente,No,No,Sí,No,No,Sí,Sí,No,,Si,De $1001 a $1500,,,,,"b) Sí, pero no la he utilizado","Sistemas Celulares, Redes ópticas",Tecnologías actuales,Mejorar las habilidades blandas,Comunicación y trabajo en equipo,Trabajo en equipo para no confiar solo en mi trabajo,(RRA20) TELECOMUNICACIONES,2025
24,Masculino,,3,3,2,2,2,2,2,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"b) Sí, pero no la he utilizado",Termodinámica,Programación sql,"Algunos profesores son terribles, contactos con empresas externas",Proyectos,Capacidad iniciativa,(RRA20) FÍSICA,2025
23,Masculino,,4,2,3,4,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,No estoy seguro/a,,"b) Sí, pero no la he utilizado","Diseño de proyectos estructurales, Estructuras de Acero, Costos en la construcción, Construcciones civiles, planificación y control de obra, Mecánica de suelos y cimentaciones y todas las anteriores a estas.","Uso avanzado de software BIM interoperabilidad entre softwares, técnicas de construcción innovadoras como prefabricación y construcción modular.",Preocuparse más en la calidad del conocimiento que se enseña y no la cantidad.,"Comunicación efectiva, Liderazgo, Proactividad.",Resolución y manejo de conflictos. Aplicado a resolver conflictos legales.,(RRA20) INGENIERÍA CIVIL,2025
31,Femenino,,4,3,3,3,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,De 6 meses a 1 año,Sí,Huella de carbono,"a) Sí, la he utilizado para postularme a vacantes","Evaluación de impacto ambiental, ordenamiento territorial, sig, tratamiento de agua, gestión de residuos sólidos y peligrosos","Python, programas de modelación",Que actualicen la malla a la demanda actual,Trabajo en equipo de calidad,Comunicación en inglés para presentar proyectos,(RRA20) INGENIERÍA AMBIENTAL,2025
24,Masculino,,3,3,3,4,4,3,3,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Gestión de residuos, depuración, legislación ambiental, ecotoxicología","Investigación, legislación internacional y procesos de gestión",Dar más materias relacionadas a la gestión y procesos ambientales,Interacción con la comunidad,Ejecución de informes y redacción de los mismos,(RRA20) INGENIERÍA AMBIENTAL,2025
24,Masculino,,4,4,4,4,4,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $461 a $1000,,,,,"b) Sí, pero no la he utilizado","Programación Avanzada, Redes e Intranets, Aplicaciones Web y moviles, Hacking Ético, Bases de datos,","siento que las prácticas correspondientes al diseño y creación de software de varias materias están bien pero les falta un plus de mostrar como se despliega eso en la realidad, por ejemplo en Intranets aprendes a configurar un servidor pero de ahí no subes una app real que puedes hacerla en app web y moviles para mostrarla la menos en la red","actualizar ciertos conocimientos en redes o al menos agilizar su enseñanza, actualmente si resaltó la importancia de saber cómo evoluciono los protocolos de redes y tal pero si detallamos mucho en esto normalmente los programas de redes suelen cubrir hasta protocolos ya un poco antiguos y no se llegan a topar los más actuales y usados como lo son SDNs","La comunicación eficiente,no digo que este mala, pero siento que es una de las habilidades más necesarias para la toma de requerimientos y trata de clientes",Networking entre varias disciplinas de ingeniería. Esto dado que TI puede entrar a cualquier tipo de rubro y es bueno tener una fácil adaptación con el fin de rápidamente adaptarse a los distintos tipos de negocios.,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025
26,Femenino,,4,3,5 (Totalmente desarrollado),4,4,4,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Habilidades para el campo laboral,"a) Sí, la he utilizado para postularme a vacantes",Celulares,Enfoque hacia TI,Tener más vínculos con empresas para obtener más experiencia del campo laboral,Habilidades de negociación,Comunicación asertiva,(RRA20) TELECOMUNICACIONES,2025
23,Masculino,,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"a) Sí, la he utilizado para postularme a vacantes","Automatización PLCs, Instrumentación Industrial, Redes Industriales, Robotica","Utilización de software más reciente y que se utiliza en la industria, por ejemplo para el desarrollo de SCADAs",Programa académico más orientado a la aplicación práctica de los conocimientos. Oportunidades de intercambio y socialización con empresas.,"Creatividad, gestión de tiempo, comunicación efectiva","Comunicación efectiva, y trabajo en equipo. Pues son habilidades muy importantes en el campo laboral",(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025
25,Femenino,,2,2,2,2,3,3,2,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Falta de experiencia,"b) Sí, pero no la he utilizado","CALIDAD DEL AGUA, SISTEMAS DE INFORMACIÓN GEOGRÁFICA, AGUA POTABLE Y ALCANTARILLADO, LEGISLACIÓN AMBIENTAL, DEPURACIÓN Y LABORATORIO, SEGURIDAD Y SALUD OCUPACIONAL","Formación de habilidades blandas, Comenzar antes las prácticas","Cambiar los profesores, motivar a los estudiantes a realizar las prácticas desde semestres tempranos, tener materias REALES para suelo y aire","Comunicación efectiva, gestión de tiempo, resolución de problemas, capacidad de priorización y toma de decisiones","resolución de problemas, la idea es ser capaz de entregar un trabajo de calidad y pronto.",(RRA20) INGENIERÍA AMBIENTAL,2025
26,Masculino,,4,3,3,3,5 (Totalmente desarrollado),4,4,,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Atención al detalle,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Econometría I,II y Aplicada, Microeconomía I y II, Macroeconomía I y II, Teoría de juegos, Muestreo, Análisis multivariante, Teoría monetaria, Fiananzas,  Ingeniería Financiera,  Probabilidad y  Estadística, Cálculo Integral,  Cálculo en varias  variables,  Investigación  Operativa","Minería de datos, Analisis multicreterio, Microeconometría, Macroeconometría, Materias de emprendiento enfocadas en modelos de negocio exitosos","Crear foros o seminarios, donde se puedan presentar proyectos y trabajos que se realizan durante el semestre. Enfocar a los estudiantes a realizar preparación en herramientas de programación que ayuden a complementar al profesión para alcanzar un perfil mas alto para el ambito laboral","Comunicación profesional, Proponer y sustentar ideas",Análisis y resolución de problemas complejos en el ambito profesional aplicando modelos,(RRA20) ECONOMÍA,2025
26,Masculino,,4,4,2,1 (Nada desarrollado),1 (Nada desarrollado),1 (Nada desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,"Habilidades para un entorno de trabajo actual, es decir, programación, uso de plataformas vigentes para desarrollar proyector y documentos. Habilidades básicas que buscan las empresas e instituciones de primer nivel tanto nacional como internacional.","b) Sí, pero no la he utilizado","Introducción a la teoría de campos, Física de materiales, Introducción a los sistemas complejos, Mecánica Cuántica.","Programación, Física Estadística, Óptica, Introducción a la mecánica cuántica, Instrumentación.","Programación. Si está bien dar lenguajes de programación básicos como C++ o fortran, pero debe existir un enfoque en la actualidad y eso es Python y todas las formas formas compiladores que existen para realizar análisis de datos.",Ayudar al estudiante a que no existe un sistema jerárquico. El entorno de la ciencia y la industria en la actualidad se realiza por colaboraciones.,"Trabajo en equipo y colaboración, comunicación efectiva, flexibilidad y adaptabilidad.",(RRA20) FÍSICA,2025
26,Masculino,,3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),3,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 1 y 2 años,4.0,Si,No,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,,Si,De $461 a $1000,,,,,c) No la conozco,"Estadística, programación, business intelligence, redes, fundamentos de matemáticas,","Gestión de proyectos, End to end protects, pasantías desde 4 semestre",Actividades con la empresa,"Pensamiento analítico, crítico",Comunicación efectiva,(RRA20) COMPUTACIÓN,2025
23,Masculino,,4,3,3,3,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,No,No,No,No,No,Sí,No,Sí,No,,Si,De $1001 a $1500,,,,,"b) Sí, pero no la he utilizado","Estadistica, Macroeconomía, Política económica, Teoría monetaria, Finanzas","Riesgos Financieros, Análisis de datos, Programación.","Dar mas materias de análisis de datos, fortalecer las habilidades blandas","Trabajo en equipo, Liderazgo y Comunicación efectiva",Comunicación efectiva,(RRA20) ECONOMÍA,2025
26,Masculino,,2,3,2,2,3,3,4,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,2.0,Si,Parcialmente,No,Sí,No,Sí,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Telemática básica, telemática avanzada, programación avanzada y fundamentos de la seguridad.","Contenido actualizado como ciberseguridad aplicada a redes, gestión de proyectos ágiles  y habilidades blandas.",Acerca de tecnologías emergentes como ciberseguridad en redes y virtualización de funciones de red.,"Comunicación efectiva, trabajo en equipo multidisciplinario y liderazgo técnico.",Pensamiento estratégico e innovador,(RRA20) TELECOMUNICACIONES,2025
26,Masculino,,4,3,3,4,5 (Totalmente desarrollado),4,4,,No,,,,,,,,,,,,,,,,,,,No,,No estoy seguro/a,,"b) Sí, pero no la he utilizado","Mecánica de fluidos, Balance de energía, Programación",Extender las horas de laboratorio,Evaluar el contenido que imparten los profesores y verificar que no se esten basando en anotaciones que tienen desde hace bastante tiempo deben renovar sus contenidos,La comunicación efectiva,Liderazgo  y la aplicaría en momentos de toma de deciciones y planificación de proyectos,(RRA20) INGENIERÍA QUÍMICA,2025
22,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,c) No la conozco,"Programacion,analisis de datos ,calculo",la importancia de una buena comunicacion,tener una autoeducacion fuera de las clases y seguir practicando,Gestión del tiempo,Liderazgo,(RRA20) DESARROLLO DE SOFTWARE,2025
24,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,ONG / Internacional,Tiempo completo,Entre 6 meses y 1 año,4.0,Si,Si,Sí,No,Sí,Sí,Sí,Sí,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,Desarrollo de Software,Redes y comunicaciones,Centrase en temas de proyectos globales a gran escala,Mayor comunicación,Mayor comunicación,(RRA20) DESARROLLO DE SOFTWARE,2025
23,Femenino,,2,1 (Nada desarrollado),2,3,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Ecuador,Público,Tiempo completo,Menos de 6 meses,2.0,Si,No,Sí,No,No,No,Sí,Sí,No,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Costos, Fiscalización, Diseño de Proyectos Hidráulicos, Resistencia de Materiales, Hormigón, Losas, Diseño de Proyectos Estructurales, Financiera","Gestión y administración de proyectos, Normativa y Legislación. Estos temas se ven pero a muy breves pinceladas pero resultan ser muy importantes.","Incentivar a los estudiantes, desde muy temprano, a adquirir experiencia y establecer alcances y/o retos que sean llevados a la vida profesional.",Comunicación efectiva y trabajo en grupo,"Comunicación efectiva me serviria para poder transmitir correctamente ideas, liderar y organizar de mejor manera algunos proyectos.",(RRA20) INGENIERÍA CIVIL,2025
22,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,Estados Unidos,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,Sí,Sí,No,Sí,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,c) No la conozco,"FUNDAMENTOS DE INTELIGENCIA ARTIFICIAL, DESARROLLO DE APLICACIONES WEB, TECNOLOGÍAS DE SEGURIDAD",Cloud computing,Desarrollar las habilidades blandas de los estudiantes,Liderazgo,Planificación y gestión del tiempo,(RRA20) DESARROLLO DE SOFTWARE,2025
28,Masculino,,4,4,3,4,4,3,4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,"Se evidenció poca práctica en mantenimiento correctivo y preventivo, así como una limitada familiarización con equipos industriales reales.","d) No, pero me gustaría conocer más sobre cómo acceder","Control Industrial, Automatización utilizando PLCs, Control Automático, Redes Industriales","Mantenimiento predictivo, mantenimiento correctivo, automatización industrial, programación avanzada de PLC, SCADA, IoT.","Más prácticas reales, actualizar equipos, vinculación con empresas.","Comunicación efectiva, trabajo en equipo, liderazgo, gestión del tiempo.","Resolución de conflictos, para manejar mejor situaciones en proyectos colaborativos y entornos laborales bajo presión.",(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025
25,Femenino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No,,"a) Sí, la he utilizado para postularme a vacantes","QUIMICA INDUSTRIAL, QUIMICA ANALITICA, ANALISIS INSTRUMENTAL,  SEGURIDAD INDUSTRIAL Y SALUD OCUPACIONAL, MECANICA DE FLUIDOS I UNIDAD PROFESIONAL 1 25,63,00 A A  47 2022-AIQMD533TRANSFERENCIA DE CALO, TRANSFERENCIA DE MASA Y CALOR, FISICOQUÍMICA, OPERACIONES UNITARIAS, GESTION DE PROCESOS Y CALIDAD","Inteligencia artificial, auditoría de sistemas de gestión",Incluir tiempo pra poder realizar pasantías,"Creo que podría ser la inteligencia emocional, a pesar de que se la podía fortalecer tomando su club, considero que debería ser tomada en cuenta como un requisito para todos","Liderazgo efectivo, se aplicaría para coordinar proyectos multidisciplinarios, liderar mejoras de procesos en planta, y promover una cultura de seguridad y eficiencia.",(RRA20) INGENIERÍA QUÍMICA,2025
22,Femenino,,4,4,4,4,4,5 (Totalmente desarrollado),4,,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,No estoy seguro/a,,"d) No, pero me gustaría conocer más sobre cómo acceder","Muestreo, Química, Proyecto hidráulicos, Hidráulica, Alcantarillado, Abastecimiento y distribución del agua, Tratamiento de aguas residuales",Muestreo de agua en campo,Aplicar lo teórico en lo práctico (actividades en campo),Trabajo en equipo,"Comunicación efectiva: Desarrollar esta habilidad me permitiría cerrar la brecha entre el conocimiento técnico y la acción comunitaria, lo cual es clave para lograr un cambio sostenible en el acceso al agua y el saneamiento",(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,2025
24,Masculino,,5 (Totalmente desarrollado),4,4,5 (Totalmente desarrollado),5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,4.0,Si,Parcialmente,No,Sí,Sí,No,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",FORMULACION Y EVALUACION DE PROYECTOS E INSTRUMENTACION INDUSTRIAL,"LIDERAZGO, ADMINISTRACION DE RECURSOS HUMANOS, PMI",Evaluar la experiencia y trayectoria laboral de los profesores para que sus enseñanzas se enfoquen en la necesidad actual del pais y su industria.,"Hablar en publico (oratoria), debate, liderazgo (gestion de personas)",Liderazgo (gestion de personas),(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,2025
28,Femenino,,3,4,2,3,4,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,1.0,No,No,No,No,No,Sí,No,Sí,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes",Econometria,Estadística,"Más enfoque en expandir las cualidades de liderazgo, además ayudar a compreder y enfrentar los retos laborales",Liderazgo,Liderazgo,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,2024
23,Masculino,,5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),5 (Totalmente desarrollado),,Si,España,Privado,Tiempo completo,Más de 2 años,4.0,Si,Parcialmente,No,No,No,No,No,No,No,Sí,,Si,De $1001 a $1500,,,,,"d) No, pero me gustaría conocer más sobre cómo acceder","Ingeniería de software, Estadistica, Inteligencia Artificial, Aplicaciones Web, Aplicaciones Móviles",Ciencia de datos,Exigir un nivel más alto de inglés  y a lo mejor impartir las clases en inglés en niveles superiores a partir de 5to semestre por ejemplo,Comunicación efectiva u oratoria,"Oratoria, para poder explicar y defender mis ideas y conocimiento de mejor manera.",(RRA20) SOFTWARE,2025
24,Masculino,,3,3,4,3,3,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Freelance / Por horas,Entre 1 y 2 años,4.0,Si,Parcialmente,No,Sí,No,No,Sí,Sí,Sí,No,,Si,Hasta $460,,,,,"a) Sí, la he utilizado para postularme a vacantes","Redes de Área Extendida, Aplicaciones Web y Móviles, Hacking Ético","En redes no solo usar equipos Cisco, inteligencia artificial,  materias enfocada en el análisis de datos",Siempre estar pendiente a las tendencias y nuevas tecnologías en el mundo laboral.,"Liderazgo, trabajo en grupo",Creatividad,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,2025
25,Femenino,,4,3,3,4,4,4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,La carga académica no permite realizar pasantías externas a la institución y por ello no se puede ganar experiencia en el campo laboral,"d) No, pero me gustaría conocer más sobre cómo acceder","Aseguramiento de la calidad, ingeniería en alimentos, microbiología, agrocomercio, diseño de plantas, análisis instrumental y de alimentos","Normativas: BPM, registro sanitario, entre otras. Estadística orientada a calidad en industrias","Reestructuración de la malla curricular, dar importancia a materias relevantes para el mundo laboral","Comunicación asertiva, liderazgo de proyectos","Liderazgo de proyectos, realizar proyectos en colaboración con diversas facultades para mejorar la comunicación con personas de otras áreas y profesiones",(RRA20) AGROINDUSTRIA,2025
27,Masculino,,2,4,2,4,5 (Totalmente desarrollado),4,3,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,3.0,Si,Parcialmente,No,Sí,Sí,Sí,No,No,Sí,No,,Si,Más de $2.000,,,,,"b) Sí, pero no la he utilizado","Cálculo en una Variable, Probabilidad y Estadística, Programación 1, Programación 2, Fundamentos de bases de datos,  Ingeniería de Software, Diseño de software, Metodologías Ágiles,  Verificación y Validación de Software, Calidad de Software","DevOps, Arquitectura de software, Herramientas de IA",1. Actualizar el contenido de las materias porque esta obsoletas varias cosas y en el mercado eso ya ni lo piden. 2. Evitar tratar de abarcar mucho contenido en las materias porque hace que el docente genere muchas diapositivas que a la larga uno lo olvida de tanto contenido y  de todo ese contenido solo una parte es importante . 3. Reforzar el aprendizaje desde el punto de vista del negocio e involucrar distintos sectores económicos en los proyectos que se desarrolla. 4. Hacer que las tareas refuercen mucho más la creatividad del individuo.,El aprendizaje autónomo.,Resolución de problemas,(RRA20) SOFTWARE,2025
25,Femenino,,5 (Totalmente desarrollado),4,3,4,5 (Totalmente desarrollado),4,5 (Totalmente desarrollado),,No,,,,,,,,,,,,,,,,,,,Si,Menos de 6 meses,Sí,Falta de experiencia laboral durante la carrera,"a) Sí, la he utilizado para postularme a vacantes","Balance de masa, balance de energía",Normas ISO,Dar oportunidad de hacer pasantías,Trabajo en equipo,"Creatividad, para encontrar una manera diferente de resolver los problemas y no solo de forma técnica",(RRA20) INGENIERÍA QUÍMICA,2025
25,Femenino,,2,1 (Nada desarrollado),3,2,3,3,3,,Si,Ecuador,Privado,Tiempo completo,Entre 6 meses y 1 año,2.0,Si,Parcialmente,No,Sí,No,No,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Estadistica,Econometria, Macroeconomia, Programacion","Machine Learning, Analisis de datos","Carnets Alumni para los estudiantes graduados de manera que podamoa volver a ingresar a la U, por temas de investigacion,etc.","Comunicacion Efectiva, liderazgo y creatividad","La comunicacion efectiva,  transmitir mensajes de manera clara, concisa y comprensible, evitando confusiones o malas interpretaciones",(RRA20) ECONOMÍA,2025
25,Femenino,,4,3,3,4,4,4,5 (Totalmente desarrollado),,Si,Ecuador,Privado,Tiempo completo,Menos de 6 meses,3.0,Si,Parcialmente,No,No,No,Sí,Sí,No,Sí,No,,Si,De $461 a $1000,,,,,"a) Sí, la he utilizado para postularme a vacantes","Estadística para la mejora de la calidad, Gestión de procesos y calidad, Programación de la producción, Evaluación integrada de la producción",Laboratorios,Análisis de casos prácticos y/o laboratorios,"Liderazgo, comunicación efectiva","Si pudiera agregar una habilidad blanda a mi formación académica, elegiría la inteligencia emocional, ya que considero que es clave para gestionar adecuadamente las relaciones interpersonales en cualquier entorno laboral. La aplicaría en mi carrera profesional para mantener una comunicación efectiva con los equipos de trabajo, resolver conflictos de manera constructiva y liderar con empatía. Esto no solo favorecería un ambiente de trabajo saludable, sino que también mejoraría la productividad y la toma de decisiones bajo presión.",(RRA20) INGENIERÍA DE LA PRODUCCIÓN,2025
